;ID;nome;nome_completo;idade;altura;peso;nacionalidade;overall;potencial;crescimento;total_stats;base_stats;posicoes;posicao_preferida;clube;valor_euro;salario_euro;passe_euro;posicao_clube;fim_contrato;numero_camisa;entrou_no_clube;emprestimo;selecao;posicao_selecao;numero_selecao;pe;dedicacao_ataque;dedicacao_defesa;velocidade_total;chute_total;ultrapassagem_total;drible_total;defesa_total;fisico_total;cruzamento;finalizacao;cabeceio;passe_curto;voleio;firula;curva;falta;passe_longo;controle_bola;aceleracao;explosao;agilidade;reacao;equilibrio;forca_chute;pulo;stamina;forca;chute_longo;agressividade;interceptacao;posicionamento;visao_jogo;penaltis;calma;marcacao;combate;carrinho;GK_mergulho;GK_maos;GK_chute;GK_posicionamento;GK_reflexos
2284;234569;Florentino;Florentino Morris Luís;21;184;74;Portugal;74;83;9;1784;382;CDM,CM;CDM;Getafe CF;9000000;8000;0;SUB;2022.0;5.0;2017;True;Fora;;;Direito;Média;Alta;62;44;61;68;74;73;41;35;67;73;36;64;44;32;71;72;59;65;72;71;66;65;61;75;72;43;78;75;61;66;38;76;73;76;75;6;14;14;10;14
1369;241707;P. Gueye;Pape Gueye;22;187;79;France;76;83;7;1850;405;CDM,CM;CDM;Olympique de Marseille;14500000;27000;30500000;SUB;2024.0;22.0;2020;False;Fora;;;Esquerdo;Média;Alta;73;46;65;70;72;79;53;37;63;76;45;70;46;35;72;74;72;73;61;76;53;64;73;81;79;43;79;75;63;65;42;73;70;76;72;12;12;12;14;12
1364;242380;Stephen Eustáquio;Stephen Antunes Eustáquio;24;178;66;Canada;76;82;6;1992;418;CDM,CM;CDM;FC Paços de Ferreira;11000000;9000;25300000;CDM;2024.0;46.0;2020;False;Canada;RES;8.0;Direito;Média;Média;66;61;75;72;72;72;72;55;55;77;55;70;74;65;75;75;68;65;71;76;72;69;76;81;69;67;68;75;62;75;64;76;70;76;73;6;5;13;7;11
2401;247246;K. Thuram;Khéphren Thuram;20;192;81;France;74;82;8;1965;425;CDM,CM;CDM;OGC Nice;8500000;18000;17900000;SUB;2022.0;19.0;2019;False;Fora;;;Direito;Média;Alta;73;61;69;74;72;76;61;60;74;76;44;75;65;52;72;74;72;74;73;71;68;69;73;78;79;60;65;73;67;70;56;74;71;73;70;7;9;14;11;9
4233;243019;T. Băluță;Tudor Băluță;22;188;80;Romania;71;82;11;1603;358;CDM,CM;CDM;Brighton & Hove Albion;4000000;25000;8400000;RES;2022.0;68.0;2019;False;Fora;;;Direito;Média;Alta;60;49;57;49;69;74;22;35;41;73;21;35;21;64;68;68;64;57;62;67;32;79;74;68;83;67;59;71;28;62;30;60;73;73;68;7;5;10;6;10
2710;246764;M. Camara;Mohamed Camara;21;169;65;Mali;73;82;9;1947;420;CDM,CM;CDM;FC Red Bull Salzburg;6500000;14000;11100000;CDM;2025.0;19.0;2019;False;Fora;;;Direito;Média;Alta;81;56;65;74;69;75;53;51;51;72;49;71;62;51;68;72;82;81;86;76;91;66;75;83;69;58;79;72;62;67;54;73;67;74;69;7;5;5;8;11
1464;228675;D. Barinov;Dmitriy Barinov;24;179;72;Russia;75;82;7;1864;401;CDM,CM;CDM;Lokomotiv Moscow;10500000;33000;18900000;CM;2023.0;6.0;2013;False;Russia;SUB;3.0;Direito;Média;Alta;68;59;63;66;74;71;42;54;68;75;46;63;41;49;72;70;69;67;65;75;69;75;60;78;66;63;78;76;59;66;46;66;72;76;73;10;9;11;15;6
4396;242534;C. Cásseres Jr;Cristian Cásseres Jr;21;175;68;Venezuela;71;82;11;1905;405;CDM,CM;CDM;New York Red Bulls;4000000;4000;6600000;CDM;2021.0;23.0;2018;False;Fora;;;Direito;Alta;Alta;75;55;65;71;69;70;50;49;61;71;47;70;69;67;70;72;76;74;76;65;79;59;65;77;64;67;75;67;58;63;48;70;70;71;68;9;15;13;8;12
1338;237184;K. Bare;Keidi Bare;23;174;66;Albania;76;82;6;2005;431;CDM,CM;CDM;RCD Espanyol;11000000;15000;25300000;SUB;2024.0;20.0;2020;False;Fora;;;Direito;Média;Média;75;61;70;75;73;77;60;60;55;75;50;74;70;55;73;74;76;75;75;75;81;68;60;83;73;60;83;77;70;74;50;71;75;74;70;13;12;11;11;13
1322;228092;S. Berge;Sander Berge;23;195;96;Norway;76;82;6;1958;425;CDM,CM;CDM;Sheffield United;11000000;23000;23100000;CM;2024.0;8.0;2020;False;Norway;CM;6.0;Direito;Média;Média;64;58;72;73;74;84;65;52;79;77;48;76;71;50;75;76;55;72;56;73;54;75;73;83;91;58;72;73;68;74;46;83;74;74;67;14;9;10;8;10
1173;222404;M. Normann;Mathias Normann;25;179;75;Norway;76;82;6;2009;435;CDM,CM;CDM;Norwich City;10500000;30000;23100000;RES;2024.0;16.0;2019;False;Norway;CM;24.0;Direito;Média;Alta;72;64;72;75;71;81;67;60;58;77;49;74;70;47;76;76;73;71;74;71;80;73;78;83;82;68;75;75;68;72;52;72;70;73;68;14;6;9;13;7
1133;236499;Douglas Luiz;Douglas Luiz Soares de Paulo;23;175;66;Brazil;77;82;5;1997;427;CDM,CM;CDM;Aston Villa;14500000;47000;28600000;CDM;2023.0;6.0;2019;False;Fora;;;Direito;Alta;Média;67;67;74;76;74;69;69;64;62;78;58;75;66;63;77;78;69;65;74;80;74;76;66;73;66;76;74;74;52;73;44;77;77;75;71;12;6;13;10;7
1048;230965;N. Nández;Nahitan Nández;25;172;70;Uruguay;77;82;5;2080;452;CM,CDM,RM;CDM;Cagliari;15500000;31000;27500000;RM;2024.0;18.0;2019;False;Fora;;;Direito;Alta;Alta;77;67;72;77;76;83;65;68;57;80;50;75;51;52;72;78;76;77;82;81;81;74;77;93;77;65;87;79;75;74;55;80;77;79;73;8;8;14;5;15
1351;235149;J. Schouten;Jerdy Schouten;24;185;74;Netherlands;76;81;5;1886;404;CDM,CM;CDM;Bologna;10500000;24000;18600000;SUB;2024.0;30.0;2019;False;Fora;;;Direito;Média;Alta;64;55;67;74;74;70;56;52;63;76;52;75;56;33;75;75;65;64;66;75;70;60;74;79;65;57;69;78;62;69;57;70;76;75;69;11;7;6;5;14
1206;220831;M. Malsa;Mickaël Malsa;25;178;69;France;76;81;5;1982;435;CM,CDM;CDM;Levante UD;11000000;25000;23900000;SUB;2024.0;12.0;2020;False;Fora;;;Direito;Média;Média;73;63;71;76;75;77;58;64;62;81;46;75;59;49;79;78;72;74;74;73;74;66;68;83;75;66;75;77;63;71;47;74;74;80;73;6;13;11;10;6
1937;225439;R. Mandragora;Rolando Mandragora;24;183;75;Italy;75;81;6;1999;419;CM,CDM;CDM;Torino;9000000;51000;0;CM;2022.0;38.0;2020;True;Fora;;;Esquerdo;Média;Alta;57;63;74;75;74;76;68;59;65;78;60;76;66;57;76;77;54;59;67;74;73;70;70;85;75;71;67;75;62;76;52;69;77;75;69;13;14;9;14;16
987;252308;A. Musrati;Ali Musrati;25;189;83;Libya;77;81;4;1831;405;CDM,CM;CDM;SC Braga;13500000;14000;28000000;CM;2022.0;8.0;2020;False;Fora;;;Direito;Média;Alta;59;54;68;68;74;82;60;46;62;75;42;68;43;41;78;73;58;60;56;76;45;72;61;80;87;57;77;78;54;68;48;77;73;76;72;15;6;8;8;8
1288;225863;O. Boscagli;Olivier Boscagli;23;181;68;France;76;81;5;1854;405;CB,LB,CDM;CDM;PSV;10000000;14000;14800000;CB;2025.0;18.0;2019;False;Fora;;;Esquerdo;Média;Média;74;33;73;74;77;74;73;33;72;78;29;73;52;30;78;77;72;75;72;76;70;39;85;74;74;21;71;80;62;74;36;77;76;76;77;8;7;14;8;12
3152;234319;L. Travis;Lewis Travis;23;183;63;England;72;80;8;1878;406;CDM,CM;CDM;Blackburn Rovers;4900000;24000;10300000;CDM;2023.0;27.0;2016;False;Fora;;;Direito;Média;Alta;69;59;65;69;69;75;59;58;62;72;43;70;53;42;68;70;72;67;61;72;74;69;72;85;68;59;82;62;57;65;49;69;72;72;73;12;6;7;13;12
3869;239617;A. Cervantes;Alan Cervantes;23;181;68;Mexico;71;80;9;1770;375;CDM,CM;CDM;Santos Laguna;3900000;11000;7400000;CDM;2022.0;6.0;2021;False;Fora;;;Direito;Média;Alta;59;49;65;63;67;72;51;44;55;74;42;62;49;42;70;62;68;52;65;72;72;57;67;79;71;50;65;69;62;70;47;67;67;70;66;10;14;6;14;6
3580;224763;K. Bielik;Krystian Bielik;23;194;78;Poland;72;80;8;1771;382;CDM,CB;CDM;Derby County;4900000;9000;10300000;RES;2024.0;5.0;2019;False;Fora;;;Direito;Média;Alta;59;45;64;69;71;74;49;33;70;71;46;72;48;45;73;69;54;63;65;68;48;62;65;65;79;52;73;73;59;68;42;74;71;71;67;15;7;12;8;8
4370;235824;T. Alarcón;Tomás Alarcón;22;174;68;Chile;71;80;9;1779;383;CDM,CB,CM;CDM;Cádiz CF;4000000;14000;9600000;SUB;2025.0;12.0;2021;False;Fora;;;Direito;Média;Alta;66;50;59;64;69;75;45;45;65;72;30;58;46;46;67;69;64;67;71;63;76;57;74;72;75;58;78;74;53;53;49;68;64;73;66;7;14;6;15;7
2684;239452;I. Diallo;Ibrahima Diallo;22;179;68;France;73;80;7;1821;389;CDM,CM;CDM;Southampton;6000000;31000;12600000;RES;2024.0;27.0;2020;False;Fora;;;Direito;Média;Alta;64;48;64;70;71;72;52;41;59;71;36;69;52;39;72;70;68;61;71;68;77;55;62;79;67;54;78;74;57;68;64;67;72;71;69;8;9;8;14;6
4187;242633;M. Frendrup;Morten Frendrup;20;178;70;Denmark;71;80;9;1842;406;CDM,CM;CDM;Brøndby IF;3900000;7000;5700000;CM;2023.0;19.0;2018;False;Fora;;;Direito;Média;Média;78;52;63;71;67;75;46;53;57;73;35;70;54;40;71;70;80;76;72;65;85;54;74;81;70;54;80;65;61;65;39;65;68;70;65;10;12;10;12;5
1531;231227;N. Dorsch;Niklas Dorsch;23;178;76;Germany;75;80;5;1992;424;CDM,CM;CDM;FC Augsburg;8000000;18000;15000000;CDM;2026.0;30.0;2021;False;Fora;;;Direito;Média;Média;68;65;71;76;71;73;63;66;61;78;58;74;53;63;73;76;74;63;80;72;84;68;77;77;69;61;78;70;62;74;62;73;72;73;71;12;9;5;9;5
2530;235167;V. Janelt;Vitaly Janelt;23;184;79;Germany;73;80;7;1886;407;CDM,CM;CDM;Brentford;5500000;28000;12100000;CM;2024.0;27.0;2020;False;Fora;;;Esquerdo;Média;Alta;66;62;66;68;70;75;57;57;55;71;60;67;48;49;73;69;65;67;64;71;68;70;71;79;74;68;75;74;63;68;52;69;71;72;68;6;8;6;6;14
1978;236527;S. Cáseres;Santiago Cáseres;24;177;77;Argentina;74;80;6;1888;405;CDM,CM,CB;CDM;Vélez Sarsfield;6000000;20000;0;CM;2021.0;35.0;2018;True;Fora;;;Direito;Média;Alta;65;55;68;71;68;78;52;54;58;77;53;66;56;42;75;76;65;65;69;75;83;59;69;72;80;57;84;67;55;71;49;69;65;73;71;11;7;10;8;14
1823;225699;Anuar;Anuar Mohamed Tuhami;26;174;69;Morocco;75;80;5;1983;422;CDM,CM,CAM;CDM;Real Valladolid CF;7500000;11000;12600000;SUB;2023.0;25.0;2017;False;Fora;;;Direito;Alta;Alta;74;62;69;72;73;72;65;62;70;76;51;70;64;42;71;71;76;73;81;74;82;67;75;88;63;65;75;73;61;69;51;66;74;75;70;12;8;7;14;8
2409;234725;I. Doumbia;Idrissa Doumbia;23;187;80;Côte d'Ivoire;74;80;6;1904;419;CM,CDM;CDM;SV Zulte-Waregem;6500000;11000;0;SUB;2022.0;88.0;2019;True;Fora;;;Direito;Baixa;Alta;66;59;70;70;72;82;63;58;62;76;35;71;56;41;74;72;64;67;65;76;55;64;70;77;87;61;80;77;73;75;42;72;70;74;67;8;11;14;12;7
1296;251221;L. Kalvach;Lukáš Kalvach;25;183;77;Czech Republic;76;80;4;2042;432;CDM,CM;CDM;Viktoria Plzeň;9500000;1000;21600000;CDM;2023.0;23.0;2019;False;Fora;;;Direito;Média;Alta;72;64;73;74;73;76;68;59;69;76;59;74;69;69;76;74;72;72;74;76;78;70;73;80;75;70;75;74;66;74;61;76;74;72;72;5;5;14;6;11
1344;236264;P. Aquino;Pedro Aquino;26;175;74;Peru;76;80;4;1913;421;CDM,CM;CDM;Club América;9500000;39000;16900000;CM;2024.0;5.0;2021;False;Fora;;;Direito;Alta;Alta;76;59;66;67;73;80;53;62;60;74;22;60;49;58;72;74;77;76;77;73;74;65;56;86;80;55;77;80;59;66;64;65;77;72;67;13;7;5;8;15
1324;227236;A. Zambo Anguissa;André-Franck Zambo Anguissa;25;184;78;Cameroon;76;80;4;2058;448;CM,CDM;CDM;Napoli;10500000;49000;0;CM;2022.0;29.0;2018;True;Fora;;;Direito;Média;Baixa;77;64;70;81;74;82;58;58;73;78;50;84;59;46;73;78;76;78;77;74;78;75;76;79;84;66;84;78;73;74;62;79;70;79;68;11;11;9;8;11
2619;245598;I. Baba;Iddrisu Baba;25;185;73;Ghana;73;79;6;1756;386;CDM,CM;CDM;RCD Mallorca;4300000;18000;10300000;SUB;2024.0;12.0;2018;False;Fora;;;Direito;Média;Alta;66;49;61;59;73;78;43;46;64;75;42;58;46;48;66;66;66;66;43;62;60;56;59;81;78;52;80;75;43;59;52;53;67;79;75;10;9;10;14;6
2224;232244;S. Ascacíbar;Santiago Ascacíbar;24;168;70;Argentina;74;79;5;1833;387;CDM,CM;CDM;Hertha BSC;6000000;28000;10700000;CM;2024.0;18.0;2020;False;Fora;;;Direito;Média;Alta;63;47;61;69;75;72;51;39;47;69;47;65;47;41;65;67;74;54;81;73;88;53;83;84;57;64;90;80;31;60;48;67;76;78;77;6;10;5;14;9
2081;205990;H. Reed;Harrison Reed;26;175;72;England;74;79;5;1944;411;CDM,CM;CDM;Fulham;5500000;41000;10900000;SUB;2024.0;6.0;2020;False;Fora;;;Direito;Média;Alta;70;57;72;70;72;70;74;53;51;75;40;67;63;61;72;70;73;68;77;71;82;65;63;76;64;63;80;76;65;72;49;70;75;74;71;7;12;14;10;11
1855;222429;A. Cubas;Andrés Cubas;25;166;60;Paraguay;75;79;4;1916;395;CDM,CM;CDM;Nîmes Olympique;7000000;7000;13100000;CDM;2024.0;18.0;2020;False;Fora;;;Direito;Alta;Alta;69;52;68;73;74;59;59;45;55;77;33;67;55;40;73;73;70;68;90;76;90;59;82;89;32;61;82;74;65;69;51;75;76;78;75;9;12;11;13;7
4140;233943;Ronaldo Vieira;Ronaldo Augusto Vieira Nan;22;178;70;England;71;79;8;1890;410;CDM,CM;CDM;Sampdoria;4000000;10000;7600000;RES;2023.0;14.0;2018;False;Fora;;;Direito;Média;Média;73;58;65;72;67;75;56;53;53;72;50;71;63;49;67;73;69;76;73;67;78;65;67;77;72;62;80;68;58;66;57;71;66;71;68;12;10;7;6;8
2965;237131;J. Rodríguez;José Ivan Rodríguez;25;171;61;Mexico;73;79;6;1802;376;CDM;CDM;Club León;4300000;17000;8199999;LWB;2022.0;8.0;2017;False;Fora;;;Esquerdo;Média;Média;68;44;66;67;73;58;55;33;58;77;46;59;47;44;74;76;68;68;70;65;83;58;69;75;42;48;72;71;55;64;53;62;76;75;72;10;9;8;8;14
3595;236764;A. Tanaka;Ao Tanaka;22;177;69;Japan;72;78;6;1951;414;CDM,CM;CDM;Fortuna Düsseldorf;3500000;8000;0;SUB;2022.0;4.0;2017;True;Fora;;;Direito;Média;Média;71;66;69;70;68;70;61;66;52;73;56;66;63;65;73;70;72;71;84;69;75;71;63;78;67;67;71;67;64;67;56;68;70;73;67;10;14;12;12;6
3515;231089;I. Sissoko;Ibrahima Sissoko;23;193;90;France;72;78;6;1806;391;CM,CDM;CDM;RC Strasbourg Alsace;3700000;15000;8100000;CDM;2024.0;27.0;2018;False;Fora;;;Direito;Média;Média;50;55;65;66;71;84;45;45;68;76;43;68;54;40;74;73;47;52;45;73;33;73;68;83;89;58;77;72;67;68;52;68;69;73;69;11;5;14;11;11
3761;240916;D. Ljubicic;Dejan Ljubicic;23;187;74;Austria;72;78;6;1899;409;CDM,CM,CB;CDM;1. FC Köln;3400000;15000;6800000;SUB;2025.0;7.0;2021;False;Fora;;;Direito;Média;Alta;68;61;67;68;70;75;64;62;66;73;48;66;58;47;71;70;66;69;71;69;64;65;74;85;71;63;71;70;57;66;52;62;69;72;70;11;14;12;5;8
3890;223498;E. Cecchini;Emanuel Cecchini;24;180;77;Argentina;71;78;7;1890;408;CDM,CM;CDM;Gimnasia y Esgrima La Plata;3500000;9000;6000000;SUB;2021.0;5.0;2021;False;Fora;;;Direito;Alta;Média;65;65;68;68;71;71;67;62;65;74;40;68;59;43;65;70;64;66;69;64;64;74;62;70;67;74;82;68;67;67;43;64;72;74;68;16;15;6;16;9
3556;235432;M. Munetsi;Marshall Munetsi;25;188;83;Zimbabwe;72;78;6;1757;386;CDM,CM,CB;CDM;Stade de Reims;3300000;16000;7300000;CM;2024.0;15.0;2019;False;Fora;;;Direito;Média;Média;63;48;65;65;70;75;50;41;68;74;37;65;51;38;71;70;67;59;56;66;51;68;65;75;80;45;65;69;56;68;41;60;68;73;71;13;10;7;8;11
2601;230107;L. Coulibaly;Lassana Coulibaly;25;183;77;Mali;73;78;5;1928;416;CDM,CM;CDM;US Salernitana 1919;4099999;28000;7700000;SUB;2025.0;18.0;2021;False;Fora;;;Direito;Média;Média;73;58;67;73;71;74;61;55;70;74;51;73;60;51;69;73;71;75;71;70;70;64;70;77;74;58;70;70;68;67;53;72;72;72;70;9;12;14;8;6
2631;223717;D. Toköz;Dorukhan Toköz;25;180;75;Turkey;73;78;5;1956;419;CDM,CM,RB;CDM;Trabzonspor;4099999;19000;8500000;RES;2024.0;8.0;2021;False;Fora;;;Direito;Alta;Média;71;65;69;71;71;72;64;62;64;76;59;72;68;52;70;69;74;69;70;68;70;77;67;67;74;66;75;73;63;64;50;70;72;71;75;8;10;10;15;12
2647;246870;E. Díaz;Enzo Díaz;25;175;74;Argentina;73;78;5;1889;403;LB;CDM;Club Atlético Talleres;4200000;11000;6600000;LB;2022.0;15.0;2019;False;Fora;;;Esquerdo;Média;Média;71;48;68;71;71;74;69;38;63;71;49;71;49;36;67;70;69;73;73;71;72;63;69;77;71;52;79;69;71;73;47;73;69;77;73;10;14;12;7;15
2726;257889;K. Jakić;Kristijan Jakić;24;181;78;Croatia;73;78;5;1886;414;CDM,CM;CDM;Eintracht Frankfurt;4200000;600;0;RES;2022.0;6.0;2020;True;Fora;;;Direito;Média;Alta;75;57;63;67;70;82;51;44;69;70;56;64;41;39;72;72;76;74;62;71;72;79;64;86;81;68;83;70;53;65;49;65;69;72;70;10;10;5;9;10
3124;234914;M. D'Arpino;Maxime D'Arpino;25;176;68;France;72;77;5;1932;406;CDM,CM;CDM;KV Oostende;3100000;9000;4700000;CDM;2024.0;6.0;2020;False;Fora;;;Direito;Alta;Média;66;60;71;71;67;71;69;51;48;74;59;68;70;68;69;71;69;63;83;67;80;68;55;84;64;71;76;72;64;68;55;68;65;70;71;12;5;10;7;6
3229;222836;R. Ledson;Ryan Ledson;23;175;69;England;72;77;5;1890;396;CDM,CM;CDM;Preston North End;3200000;19000;6300000;CM;2023.0;18.0;2018;False;Fora;;;Direito;Média;Média;64;55;70;66;67;74;64;55;58;74;45;63;66;64;73;69;62;65;68;67;70;59;67;83;65;52;87;68;57;67;53;70;66;70;68;14;16;16;8;11
2481;220782;M. Ilaimaharitra;Marco Ilaimaharitra;25;177;80;Madagascar;73;77;4;1957;416;CDM,CM;CDM;Sporting de Charleroi;3800000;11000;6000000;SUB;2023.0;26.0;2017;False;Fora;;;Direito;Média;Alta;68;61;67;68;72;80;64;56;63;72;46;66;64;70;69;70;69;67;67;71;71;73;72;85;77;66;81;72;48;58;68;68;73;73;70;9;15;14;10;8
2580;224019;Pedro Chirivella;Pedro Chirivella Burgos;24;178;66;Spain;73;77;4;1848;393;CDM,CM;CDM;FC Nantes;4000000;16000;8300000;CDM;2023.0;5.0;2020;False;Fora;;;Direito;Baixa;Média;64;52;70;72;66;69;63;46;58;77;40;69;57;48;75;77;62;65;75;75;65;65;53;78;65;57;73;67;55;69;51;74;65;69;68;13;14;12;8;14
4363;231263;J. Gélin;Jérémy Gélin;24;183;79;France;71;77;6;1668;357;CB;CDM;Stade Rennais FC;2700000;20000;5700000;RES;2022.0;23.0;2017;False;Fora;;;Direito;Média;Média;52;36;66;61;72;70;60;30;68;73;30;58;52;33;70;68;49;54;51;64;59;52;73;69;73;35;65;75;26;67;48;71;67;75;72;8;11;7;12;14
