;ID;nome;nome_completo;idade;altura;peso;nacionalidade;overall;potencial;crescimento;total_stats;base_stats;posicoes;posicao_preferida;clube;valor_euro;salario_euro;passe_euro;posicao_clube;fim_contrato;numero_camisa;entrou_no_clube;emprestimo;selecao;posicao_selecao;numero_selecao;pe;dedicacao_ataque;dedicacao_defesa;velocidade_total;chute_total;ultrapassagem_total;drible_total;defesa_total;fisico_total;cruzamento;finalizacao;cabeceio;passe_curto;voleio;firula;curva;falta;passe_longo;controle_bola;aceleracao;explosao;agilidade;reacao;equilibrio;forca_chute;pulo;stamina;forca;chute_longo;agressividade;interceptacao;posicionamento;visao_jogo;penaltis;calma;marcacao;combate;carrinho;GK_mergulho;GK_maos;GK_chute;GK_posicionamento;GK_reflexos
1967;243952;A. Lunin;Andriy Lunin;22;192;87;Ukraine;74;85;11;1114;401;GK;GK;Real Madrid;8000000;59000;18000000;SUB;2024.0;13.0;2018;False;Fora;;;Direito;Média;Média;71;70;73;76;37;74;15;8;12;25;12;11;14;15;26;15;39;35;36;74;25;55;56;32;61;7;22;19;11;60;19;56;22;13;11;71;70;73;74;76
1050;242656;I. Meslier;Illan Meslier;21;196;74;France;77;85;8;1192;418;GK;GK;Leeds United;20500000;34000;43100000;GK;2026.0;1.0;2020;False;Fora;;;Esquerdo;Média;Média;79;76;73;81;36;73;18;11;15;40;9;20;12;10;37;35;35;37;42;72;25;55;42;40;53;17;27;19;8;62;11;67;22;17;19;79;76;73;73;81
1038;232229;J. Bijlow;Justin Bijlow;23;188;76;Netherlands;77;85;8;1222;439;GK;GK;Feyenoord;20000000;8000;34000000;GK;2025.0;1.0;2015;False;Netherlands;GK;1.0;Direito;Média;Média;80;75;77;78;56;73;10;10;11;33;10;11;10;10;44;21;58;55;56;75;32;58;67;30;70;10;22;10;10;58;16;54;16;12;14;80;75;77;73;78
1012;243647;A. Bayındır;Altay Bayındır;23;198;73;Turkey;77;84;7;1030;402;GK;GK;Fenerbahçe SK;18000000;28000;37800000;GK;2023.0;1.0;2019;False;Fora;;;Direito;Média;Média;79;73;71;81;21;77;11;10;14;30;15;10;10;14;22;16;19;23;23;66;24;53;32;31;64;11;29;14;14;41;16;49;14;13;10;79;73;71;77;81
516;235073;G. Kobel;Gregor Kobel;23;195;88;Switzerland;79;84;5;1154;418;GK;GK;Borussia Dortmund;21500000;36000;38200000;GK;2026.0;1.0;2021;False;Fora;;;Direito;Média;Média;80;78;77;83;26;74;13;10;13;39;10;24;13;12;33;34;26;26;34;77;24;58;44;21;81;10;24;14;10;55;12;66;15;15;15;80;78;77;74;83
1357;244316;Luís Maximiano;Luís Manuel Arantes Maximiano;22;190;82;Portugal;76;83;7;1164;423;GK;GK;Granada CF;13000000;14000;29900000;SUB;2025.0;1.0;2021;False;Fora;;;Direito;Média;Média;77;74;65;78;55;74;10;5;8;44;8;16;9;9;38;21;55;55;58;76;33;49;63;23;68;4;12;9;6;55;13;56;21;15;13;77;74;65;74;78
583;206585;Kepa;Kepa Arrizabalaga;26;186;88;Spain;79;83;4;1299;430;GK;GK;Chelsea;19000000;76000;36600000;SUB;2025.0;1.0;2018;False;Fora;;;Direito;Média;Média;78;77;85;81;33;76;25;11;18;51;18;10;25;19;52;33;34;33;41;68;39;64;71;37;51;14;18;21;15;57;24;63;19;18;16;78;77;85;76;81
835;231691;A. Lafont;Alban Lafont;22;196;90;France;78;83;5;1232;427;GK;GK;FC Nantes;17500000;18000;36300000;GK;2024.0;1.0;2021;False;Fora;;;Direito;Média;Média;80;76;69;82;46;74;13;6;13;54;9;14;13;12;38;10;48;45;60;69;53;52;73;40;70;9;20;17;4;47;16;59;20;14;12;80;76;69;74;82
558;226300;U. Çakır;Uğurcan Çakır;25;191;82;Turkey;79;83;4;1316;442;GK;GK;Trabzonspor;19000000;23000;39400000;GK;2025.0;1.0;2014;False;Fora;;;Direito;Média;Média;80;75;71;82;55;79;15;13;14;32;20;14;18;20;27;24;53;56;49;75;58;53;80;40;67;19;27;25;14;42;23;60;17;18;16;80;75;71;79;82
847;241727;P. Rajković;Predrag Rajković;25;191;85;Serbia;78;83;5;1038;410;GK;GK;Stade de Reims;16500000;20000;34200000;GK;2023.0;1.0;2019;False;Fora;;;Direito;Média;Média;77;76;74;81;23;79;13;9;13;26;8;8;14;10;25;18;30;18;32;73;29;56;35;26;66;10;25;10;4;42;20;32;11;10;10;77;76;74;79;81
978;227275;A. Rossi;Agustín Rossi;25;195;95;Argentina;77;82;5;1290;420;GK;GK;Boca Juniors;12500000;13000;18400000;GK;2023.0;1.0;2017;False;Fora;;;Direito;Média;Média;76;74;73;77;41;79;17;14;19;35;17;21;29;21;33;26;39;43;35;75;37;55;61;35;75;19;24;25;16;52;23;53;27;21;17;76;74;73;79;77
799;244467;O. Kolář;Ondřej Kolář;26;193;81;Czech Republic;78;82;4;1194;448;GK;GK;SK Slavia Praha;15000000;900;32600000;GK;2024.0;1.0;2018;False;Fora;;;Direito;Média;Média;77;80;78;77;58;78;13;7;11;40;6;30;13;14;29;37;56;59;54;73;24;59;44;25;60;8;17;11;5;51;15;60;17;12;14;77;80;78;78;77
1025;234833;F. Müller;Florian Müller;23;190;88;Germany;77;82;5;1175;419;GK;GK;VfB Stuttgart;13000000;18000;24400000;GK;2025.0;1.0;2021;False;Fora;;;Esquerdo;Média;Média;76;74;72;81;43;73;12;11;11;32;10;18;13;12;28;24;43;43;42;75;41;54;58;34;67;12;25;19;11;42;19;38;20;11;12;76;74;72;73;81
2635;236515;Álvaro;Álvaro Fernández Llorente;23;186;75;Spain;73;82;9;1139;407;GK;GK;Brentford;6000000;7000;0;SUB;2022.0;40.0;2019;True;Fora;;;Esquerdo;Média;Média;77;68;67;75;48;72;9;8;9;29;6;14;14;13;26;30;44;51;70;65;48;50;65;37;59;5;22;14;5;41;14;52;10;11;11;77;68;67;72;75
1350;235183;C. Acevedo;Carlos Acevedo;25;184;74;Mexico;76;82;6;1138;414;GK;GK;Santos Laguna;9500000;15000;18100000;RES;2022.0;1.0;2017;False;Fora;;;Direito;Média;Média;77;72;69;80;41;75;10;9;11;25;6;11;14;13;20;19;41;41;54;72;54;52;81;40;45;9;16;14;6;36;17;51;26;11;12;77;72;69;75;80
1316;228789;Robert Sanchéz;Robert Lynch Sanchéz;23;197;85;Spain;76;82;6;1230;415;GK;GK;Brighton & Hove Albion;9500000;31000;20000000;GK;2025.0;1.0;2015;False;Spain;RES;13.0;Direito;Média;Média;76;73;69;78;44;75;12;14;15;46;15;15;12;14;50;37;45;44;31;71;35;52;70;40;66;16;27;8;7;56;15;55;18;13;15;76;73;69;75;78
967;223898;P. Bernardoni;Paul Bernardoni;24;190;78;France;77;82;5;1153;413;GK;GK;Angers SCO;13000000;15000;27000000;GK;2024.0;1.0;2020;False;Fora;;;Esquerdo;Média;Média;78;74;73;82;29;77;12;13;21;28;17;16;15;18;24;25;31;27;21;67;34;55;70;36;68;16;29;25;15;21;19;55;16;12;18;78;74;73;77;82
1026;234777;Z. Steffen;Zack Steffen;26;191;86;United States;77;82;5;1321;433;GK;GK;Manchester City;12000000;73000;23100000;SUB;2022.0;13.0;2019;False;United States;GK;1.0;Direito;Média;Média;78;73;74;83;53;72;14;9;13;52;8;15;13;11;52;31;54;52;58;72;49;56;71;39;69;12;31;19;9;58;37;56;13;12;12;78;73;74;72;83
3612;240225;M. Safonov;Matvey Safonov;22;192;82;Russia;72;82;10;1039;393;GK;GK;Free agent;0;0;0;;;;2015;False;Russia;RES;12.0;Direito;Média;Média;74;74;73;76;21;75;13;7;14;24;7;10;11;12;26;18;19;22;33;38;26;55;69;26;64;8;27;13;7;55;11;55;25;13;14;74;74;73;75;76
1583;228279;J. Drommel;Joël Drommel;24;193;90;Netherlands;75;81;6;1333;427;GK;GK;PSV;7000000;10000;11200000;GK;2026.0;16.0;2021;False;Netherlands;RES;23.0;Direito;Média;Média;75;73;77;77;51;74;12;13;21;44;12;25;21;21;39;32;50;52;62;67;49;58;75;40;70;16;22;10;10;53;32;65;12;20;19;75;73;77;74;77
873;215502;B. Drągowski;Bartłomiej Drągowski;23;188;74;Poland;77;81;4;1227;423;GK;GK;Fiorentina;12000000;30000;21300000;GK;2023.0;69.0;2016;False;Poland;RES;17.0;Direito;Média;Média;79;73;70;80;44;77;19;12;13;35;12;20;12;20;32;18;46;42;33;72;54;53;57;34;56;18;19;21;15;62;21;65;20;16;16;79;73;70;77;80
2167;233791;A. Maksimenko;Alexandr Maksimenko;23;187;82;Russia;74;81;7;1053;410;GK;GK;Spartak Moscow;7000000;26000;12600000;GK;2023.0;98.0;2015;False;Fora;;;Esquerdo;Média;Média;75;70;67;78;48;72;12;6;11;17;6;14;13;13;27;16;45;51;24;68;38;50;60;23;58;6;28;6;8;35;13;22;19;12;12;75;70;67;72;78
2219;222514;F. Woodman;Freddie Woodman;24;190;83;England;74;81;7;1158;409;GK;GK;Newcastle United;7000000;20000;14700000;GK;2023.0;27.0;2014;False;Fora;;;Direito;Média;Média;74;70;70;74;48;73;14;16;20;26;16;17;15;13;26;22;45;50;38;72;37;53;48;30;46;14;32;26;12;38;20;54;10;21;20;74;70;70;73;74
3893;257288;M. Okoye;Maduka Okoye;21;198;94;Nigeria;71;81;10;1081;372;GK;GK;Sparta Rotterdam;3600000;4000;5900000;GK;2025.0;1.0;2020;False;Fora;;;Direito;Média;Média;71;68;66;74;24;69;15;6;11;42;6;14;13;11;47;18;23;24;32;64;41;50;49;33;75;6;26;18;8;39;14;37;16;16;16;71;68;66;69;74
3635;259166;E. Green;Etienne Green;20;190;78;England;72;81;9;996;382;GK;GK;AS Saint-Étienne;4400000;11000;9700000;GK;2025.0;40.0;2019;False;Fora;;;Direito;Média;Média;73;70;68;74;25;72;14;6;12;27;5;15;12;13;17;17;28;22;38;67;29;51;37;34;74;10;23;7;4;32;12;35;9;13;11;73;70;68;72;74
3284;228505;P. Pentz;Patrick Pentz;24;182;81;Austria;72;80;8;1273;411;GK;GK;FK Austria Wien;4500000;9000;7400000;GK;2022.0;1.0;2015;False;Fora;;;Esquerdo;Média;Média;70;68;73;74;54;72;19;13;16;31;15;15;15;13;20;25;52;55;62;68;54;55;68;42;63;14;26;19;20;58;24;37;17;19;18;70;68;73;72;74
3444;263139;D. Greif;Dominik Greif;24;197;82;Slovakia;72;80;8;930;380;GK;GK;RCD Mallorca;4500000;11000;10800000;SUB;2026.0;13.0;2021;False;Fora;;;Direito;Média;Média;70;73;77;70;19;71;14;9;10;25;5;10;12;10;17;17;15;22;21;66;21;58;40;17;60;5;16;14;7;34;14;32;8;11;11;70;73;77;71;70
2629;222951;M. Rodák;Marek Rodák;24;194;81;Slovakia;73;80;7;1165;408;GK;GK;Fulham;5000000;25000;10500000;SUB;2024.0;1.0;2013;False;Fora;;;Direito;Média;Média;76;70;72;75;46;69;15;20;15;28;19;15;13;17;17;21;51;41;43;71;46;54;56;27;68;15;21;21;17;28;23;51;8;17;16;76;70;72;69;75
2192;215363;L. Montipò;Lorenzo Montipò;25;191;82;Italy;74;80;6;1162;404;GK;GK;Hellas Verona;5000000;11000;0;GK;2022.0;96.0;2019;True;Fora;;;Direito;Média;Média;74;71;70;76;41;72;15;20;17;17;18;19;17;15;16;20;40;42;46;71;49;53;54;35;55;14;24;18;15;40;29;50;10;19;11;74;71;70;72;76
3639;234341;I. Eğribayat;İrfan Can Eğribayat;23;193;79;Turkey;72;80;8;1035;397;GK;GK;Göztepe SK;4500000;7000;9900000;GK;2025.0;1.0;2020;False;Fora;;;Direito;Média;Média;70;69;69;76;42;71;12;6;14;27;7;12;13;10;15;16;43;42;48;68;27;52;52;21;59;6;18;13;7;31;18;37;18;14;11;70;69;69;71;76
1952;234102;I. Radu;Ionuț Andrei Radu;24;188;78;Romania;75;80;5;1142;415;GK;GK;Inter;7000000;43000;12400000;RES;2024.0;97.0;2013;False;Fora;;;Direito;Média;Média;79;69;72;80;40;75;13;18;16;24;16;15;16;15;26;17;42;38;43;65;40;54;59;32;58;17;22;14;9;37;15;56;12;19;15;79;69;72;75;80
1765;223885;A. Nübel;Alexander Nübel;24;193;88;Germany;75;80;5;1195;419;GK;GK;AS Monaco;7000000;34000;0;GK;2023.0;16.0;2020;True;Fora;;;Direito;Média;Média;75;65;71;85;47;76;15;18;13;29;13;18;20;20;18;20;49;46;34;70;58;53;61;39;70;18;23;20;10;22;16;32;23;14;13;75;65;71;76;85
3148;236033;Dani Cárdenas;Daniel Cárdenas Líndez;24;186;80;Spain;72;80;8;1121;402;GK;GK;Levante UD;4500000;12000;10400000;SUB;2022.0;34.0;2016;False;Fora;;;Direito;Média;Média;74;66;74;77;44;67;10;5;12;40;8;13;11;13;49;16;45;43;55;72;42;56;69;26;52;5;21;6;5;34;17;42;13;13;12;74;66;74;67;77
1200;219244;D. von Ballmoos;David von Ballmoos;26;192;90;Switzerland;76;80;4;1297;430;GK;GK;BSC Young Boys;8000000;13000;12600000;GK;2025.0;26.0;2015;False;Fora;;;Direito;Média;Média;77;75;74;77;52;75;16;16;13;35;20;22;19;13;27;24;55;49;52;66;53;56;68;37;74;15;25;26;19;42;28;61;11;20;18;77;75;74;75;77
3194;245370;E. Destanoğlu;Ersin Destanoğlu;20;195;88;Turkey;72;80;8;946;385;GK;GK;Beşiktaş JK;4400000;14000;9200000;GK;2023.0;30.0;2018;False;Fora;;;Direito;Média;Média;72;74;65;73;31;70;14;9;10;15;5;9;10;11;15;17;34;28;23;60;25;49;38;24;68;7;18;9;5;43;15;26;6;13;12;72;74;65;70;73
3446;229091;B. Peacock-Farrell;Bailey Peacock-Farrell;24;192;73;Northern Ireland;72;79;7;1250;411;GK;GK;Sheffield Wednesday;4000000;15000;0;GK;2022.0;1.0;2019;True;Northern Ireland;GK;1.0;Esquerdo;Média;Média;73;70;72;75;52;69;14;11;17;37;11;17;20;11;29;30;54;51;40;66;59;54;68;40;61;17;24;20;14;38;29;47;19;20;20;73;70;72;69;75
3471;258585;I. Pandur;Ivor Pandur;21;187;78;Croatia;72;79;7;1006;387;GK;GK;Hellas Verona;4099999;9000;7800000;SUB;2025.0;25.0;2020;False;Fora;;;Direito;Média;Média;71;69;62;77;39;69;14;6;11;29;8;10;14;10;28;16;37;41;37;72;31;47;50;28;44;7;21;6;7;37;14;48;9;10;14;71;69;62;69;77
4333;241119;Dani Martín;Daniel Martín Fernández;22;187;77;Spain;71;79;8;1169;397;GK;GK;Málaga CF;3600000;9000;0;SUB;2022.0;13.0;2019;True;Fora;;;Direito;Média;Média;71;69;68;73;47;69;15;13;13;34;14;12;16;13;36;19;48;46;57;64;43;51;64;30;66;11;23;20;9;44;20;48;12;14;12;71;69;68;69;73
2606;237525;A. Bodart;Arnaud Bodart;23;186;80;Belgium;73;79;6;1041;389;GK;GK;Standard de Liège;3900000;8000;6600000;GK;2025.0;16.0;2016;False;Fora;;;Direito;Média;Média;73;73;68;75;30;70;15;22;15;20;7;19;15;11;33;29;25;34;22;67;26;51;61;20;55;11;15;15;6;42;10;66;10;12;14;73;73;68;70;75
2565;242969;N. Baumann;Noam Baumann;25;192;83;Switzerland;73;79;6;1054;389;GK;GK;FC Lugano;3800000;7000;6300000;GK;2022.0;46.0;2016;False;Fora;;;Direito;Média;Média;76;73;67;74;26;73;13;9;13;19;5;12;12;12;21;25;33;21;39;62;32;50;61;24;70;6;22;12;5;50;11;57;30;11;11;76;73;67;73;74
2973;214462;I. Arboleda;Iván Arboleda;25;182;80;Colombia;73;79;6;1252;415;GK;GK;Rayo Vallecano;3800000;11000;9100000;RES;2022.0;25.0;2021;False;Fora;;;Direito;Média;Média;75;69;66;75;59;71;20;16;21;27;20;21;22;17;23;21;61;58;57;71;57;50;68;43;52;14;23;24;13;22;23;50;24;13;15;75;69;66;71;75
1934;211101;Rubén Blanco;Rubén Blanco Veiga;25;189;80;Spain;75;79;4;1219;427;GK;GK;RC Celta;6000000;15000;13100000;SUB;2023.0;13.0;2012;False;Fora;;;Direito;Média;Média;79;75;73;74;53;73;18;18;15;35;19;17;18;13;29;10;54;52;52;66;57;55;62;44;35;15;22;22;11;37;22;57;25;11;11;79;75;73;73;74
2314;231545;Miguel Silva;João Miguel Macedo da Silva;26;189;82;Portugal;74;79;5;1061;404;GK;GK;Clube Sport Marítimo;4900000;8000;10700000;GK;2024.0;1.0;2021;False;Fora;;;Direito;Média;Média;77;68;59;76;52;72;12;5;14;26;9;8;11;13;20;11;55;50;30;73;33;44;72;27;58;6;20;7;8;40;13;37;16;14;14;77;68;59;72;76
2646;258390;I. Grbić;Ivo Grbić;25;195;93;Croatia;73;79;6;1022;385;GK;GK;LOSC Lille;3800000;25000;0;GK;2022.0;1.0;2020;True;Fora;;;Direito;Média;Média;70;72;70;75;27;71;14;9;11;33;8;15;20;13;30;21;31;23;24;69;24;53;38;25;59;7;26;12;9;35;19;30;11;13;12;70;72;70;71;75
2400;233934;A. Ramsdale;Aaron Ramsdale;23;188;77;England;74;79;5;1249;412;GK;GK;Arsenal;5000000;36000;9900000;SUB;2025.0;32.0;2021;False;England;RES;23.0;Direito;Média;Média;75;72;69;76;49;71;15;14;15;31;16;18;17;16;33;28;47;50;53;70;49;52;66;35;59;15;35;20;11;47;25;55;18;16;15;75;72;69;71;76
2604;221909;J. Staněk;Jindřich Staněk;25;191;84;Czech Republic;73;79;6;1100;410;GK;GK;Viktoria Plzeň;3800000;650;9100000;GK;2023.0;36.0;2021;False;Fora;;;Direito;Média;Média;75;73;72;74;42;74;16;15;12;22;19;17;17;22;19;27;42;42;30;59;31;54;54;26;49;16;18;15;12;17;37;48;16;13;15;75;73;72;74;74
3108;250753;A. Trubin;Anatoliy Trubin;19;198;91;Ukraine;72;78;6;1093;390;GK;GK;Shakhtar Donetsk;2900000;500;6700000;SUB;2024.0;81.0;2018;False;Ukraine;RES;23.0;Direito;Média;Média;66;72;67;77;37;71;11;9;12;37;6;13;13;13;32;29;35;38;36;65;45;50;51;24;69;8;28;9;6;52;18;44;9;11;11;66;72;67;71;77
4428;222572;Iván Villar;Iván Villar Martínez;23;189;76;Spain;71;78;7;1085;380;GK;GK;CD Leganés;3200000;9000;0;SUB;2022.0;1.0;2014;True;Fora;;;Direito;Média;Média;71;69;68;70;33;69;13;12;16;23;12;21;20;15;22;17;32;33;38;70;37;51;52;30;52;15;18;18;12;46;23;46;10;15;15;71;69;68;69;70
2128;226085;Léo Jardim;Leonardo Cesar Jardim;26;188;82;Brazil;74;78;4;1188;402;GK;GK;LOSC Lille;4500000;21000;8900000;SUB;2024.0;30.0;2019;False;Fora;;;Direito;Média;Média;76;72;68;75;42;69;12;16;14;27;12;18;18;17;24;18;40;43;35;74;54;51;54;42;56;18;27;24;17;57;19;28;11;16;14;76;72;68;69;75
3861;235413;R. Majecki;Radosław Majecki;21;193;78;Poland;71;78;7;1098;377;GK;GK;AS Monaco;3200000;13000;6700000;SUB;2024.0;1.0;2020;False;Fora;;;Direito;Média;Média;70;69;66;72;29;71;12;19;12;29;19;27;10;13;15;28;26;31;39;68;29;50;37;23;61;16;41;23;11;41;13;43;8;24;25;70;69;66;71;72
2419;215522;A. Schlager;Alexander Schlager;25;184;77;Austria;74;78;4;1118;395;GK;GK;LASK Linz;4600000;17000;7200000;GK;2023.0;1.0;2017;False;Austria;SUB;1.0;Direito;Média;Média;75;69;66;77;35;73;20;14;17;25;13;13;14;16;18;23;32;37;34;72;45;50;59;24;55;18;26;13;6;34;22;33;24;18;16;75;69;66;73;77
2410;220901;David Raya;David Raya Martin;25;183;75;Spain;74;78;4;1296;417;GK;GK;Brentford;4600000;27000;9500000;GK;2023.0;1.0;2019;False;Fora;;;Direito;Média;Média;73;73;76;74;51;70;12;19;20;40;20;17;18;15;30;40;58;46;70;72;45;57;70;29;38;14;29;11;15;64;26;46;28;14;13;73;73;76;70;74
2569;213272;L. Cháves;Lucas Cháves;25;178;75;Argentina;73;78;5;1215;407;GK;GK;Argentinos Juniors;3600000;8000;5700000;RES;2023.0;12.0;2015;False;Fora;;;Direito;Média;Média;76;69;66;74;48;74;12;13;17;26;14;17;12;21;31;18;52;44;38;69;68;50;73;43;53;15;26;25;15;27;21;40;20;21;15;76;69;66;74;74
3351;250842;J. Graterol;Joel Graterol;24;182;73;Venezuela;72;78;6;1059;379;GK;GK;América de Cali;3000000;600;7100000;GK;2022.0;1.0;2020;False;Fora;;;Direito;Média;Média;72;70;68;75;22;72;12;9;14;15;8;13;11;14;26;18;30;16;34;66;48;51;83;27;46;6;20;13;5;64;16;39;11;12;14;72;70;68;72;75
3151;222464;Sivera;Antonio Sivera Salvá;24;184;75;Spain;72;78;6;1275;411;GK;GK;Deportivo Alavés;3000000;10000;7200000;SUB;2022.0;13.0;2017;False;Fora;;;Direito;Média;Média;72;70;68;72;56;73;22;15;14;32;16;14;26;12;34;26;58;55;61;67;53;51;69;42;62;12;25;24;16;48;24;53;13;17;12;72;70;68;73;72
2708;239342;H. Koffi;Hervé Koffi;24;186;81;Burkina Faso;73;78;5;1196;415;GK;GK;Sporting de Charleroi;3700000;8000;5800000;GK;2024.0;16.0;2021;False;Fora;;;Direito;Média;Média;75;71;69;76;55;69;11;8;13;23;6;13;14;13;26;27;58;53;60;71;57;52;80;30;68;7;30;14;8;44;16;58;13;11;10;75;71;69;69;76
3165;229541;A. Montero;Álvaro Montero;26;196;85;Colombia;72;77;5;1202;398;GK;GK;Deportes Tolima;2700000;550;6000000;GK;2021.0;31.0;2018;False;Fora;;;Direito;Média;Média;73;69;66;72;43;75;20;18;14;39;19;16;22;14;21;24;42;44;32;61;48;50;51;45;77;17;26;21;19;30;25;41;20;18;14;73;69;66;75;72
3745;228616;D. Bertaud;Dimitry Bertaud;23;180;85;France;72;77;5;1220;405;GK;GK;Montpellier HSC;2800000;11000;5800000;SUB;2022.0;16.0;2017;False;Fora;;;Direito;Média;Média;73;69;65;75;54;69;14;15;19;28;19;18;20;14;25;25;52;55;35;67;61;49;65;42;65;19;30;25;12;25;18;48;14;17;21;73;69;65;69;75
3788;241976;Tiago Sá;Tiago Magalhães de Sá;26;185;78;Portugal;72;77;5;1167;398;GK;GK;SC Braga;2700000;8000;5600000;SUB;2023.0;12.0;2016;False;Fora;;;Direito;Média;Média;72;71;67;73;44;71;13;9;10;16;9;18;14;12;29;25;45;43;55;71;59;50;76;26;67;6;26;14;8;59;13;57;12;14;14;72;71;67;71;73
4172;240091;G. Vicario;Guglielmo Vicario;24;188;76;Italy;71;77;6;988;375;GK;GK;Empoli;2400000;12000;0;GK;2022.0;13.0;2019;True;Fora;;;Direito;Média;Média;70;69;64;73;26;73;11;6;11;27;7;12;14;10;27;14;25;27;31;62;32;48;48;18;52;5;17;15;8;52;13;55;23;11;13;70;69;64;73;73
2845;228736;W. Faríñez;Wuilker Faríñez;23;180;77;Venezuela;73;77;4;1311;411;GK;GK;Racing Club de Lens;3500000;14000;7300000;SUB;2024.0;30.0;2021;False;Fora;;;Direito;Média;Média;70;69;69;76;53;74;18;19;17;25;15;14;22;18;29;25;51;54;69;67;65;52;75;41;51;20;23;17;15;66;23;45;25;16;21;70;69;69;74;76
