;ID;nome;nome_completo;idade;altura;peso;nacionalidade;overall;potencial;crescimento;total_stats;base_stats;posicoes;posicao_preferida;clube;valor_euro;salario_euro;passe_euro;posicao_clube;fim_contrato;numero_camisa;entrou_no_clube;emprestimo;selecao;posicao_selecao;numero_selecao;pe;dedicacao_ataque;dedicacao_defesa;velocidade_total;chute_total;ultrapassagem_total;drible_total;defesa_total;fisico_total;cruzamento;finalizacao;cabeceio;passe_curto;voleio;firula;curva;falta;passe_longo;controle_bola;aceleracao;explosao;agilidade;reacao;equilibrio;forca_chute;pulo;stamina;forca;chute_longo;agressividade;interceptacao;posicionamento;visao_jogo;penaltis;calma;marcacao;combate;carrinho;GK_mergulho;GK_maos;GK_chute;GK_posicionamento;GK_reflexos
2776;259816;A. Sima;Abdallah Sima;20;188;74;Senegal;73;86;13;1888;408;RM,ST;ST;Stoke City;7500000;31000;0;SUB;2022.0;27.0;2021;True;Fora;;;Direito;Alta;Alta;88;74;63;69;41;73;65;76;76;65;74;69;61;51;55;70;86;89;70;73;61;74;78;86;70;73;65;35;77;68;61;72;38;38;40;9;8;8;7;12
3146;256903;Gonçalo Ramos;Gonçalo Matias Ramos;20;184;79;Portugal;72;86;14;1851;401;CF,ST;ST;SL Benfica;5500000;8000;14400000;RES;2025.0;88.0;2019;False;Fora;;;Direito;Alta;Alta;81;70;63;71;33;83;60;73;74;70;64;69;60;41;62;70;83;79;79;74;76;70;82;87;85;67;71;31;74;63;57;66;29;31;17;15;9;7;7;15
231;235410;Y. En-Nesyri;Youssef En-Nesyri;24;188;78;Morocco;82;86;4;1891;409;ST,LW;ST;Sevilla FC;44000000;37000;95700000;ST;2025.0;15.0;2020;False;Fora;;;Esquerdo;Alta;Alta;78;83;58;79;35;76;48;89;84;69;76;84;63;47;58;79;74;81;68;80;47;83;83;76;76;75;76;31;82;52;67;74;27;31;27;13;9;14;9;13
201;233731;A. Isak;Alexander Isak;21;192;77;Sweden;82;86;4;1910;411;ST;ST;Real Sociedad;45000000;37000;97900000;ST;2026.0;19.0;2019;False;Sweden;ST;11.0;Direito;Alta;Baixa;84;82;68;79;29;69;61;83;77;79;83;79;70;57;47;82;82;85;79;81;66;84;71;70;75;77;52;29;86;76;75;77;25;21;18;7;6;9;7;11
1232;253072;D. Núñez;Darwin Núñez;22;187;80;Uruguay;76;85;9;1961;425;ST;ST;SL Benfica;17000000;13000;37400000;RES;2025.0;9.0;2020;False;Fora;;;Direito;Alta;Alta;84;75;69;73;40;84;67;75;73;74;67;72;64;61;52;75;85;83;77;78;54;83;73;86;86;70;81;41;74;76;74;77;34;37;30;14;10;12;10;13
794;246430;D. Vlahović;Dušan Vlahović;21;190;75;Serbia;78;85;7;1779;389;ST;ST;Fiorentina;29000000;43000;55100000;ST;2023.0;9.0;2018;False;Fora;;;Esquerdo;Média;Média;75;78;58;74;28;76;50;83;75;68;68;74;66;37;50;80;73;76;61;78;52;78;68;79;82;70;58;22;82;60;74;68;18;26;24;5;15;6;11;10
798;244622;Puado;Javier Puado Díaz;23;177;69;Spain;78;85;7;1967;425;LM,ST,CAM;ST;RCD Espanyol;28000000;19000;64400000;LM;2025.0;9.0;2017;False;Fora;;;Direito;Alta;Alta;83;76;68;80;45;73;70;77;77;75;70;80;60;35;64;80;84;83;84;76;77;78;81;83;69;75;66;40;77;67;70;76;45;40;35;8;9;11;8;13
437;231447;D. Malen;Donyell Malen;22;179;78;Netherlands;80;85;5;1986;428;ST;ST;Borussia Dortmund;33000000;59000;58600000;ST;2026.0;21.0;2021;False;Netherlands;SUB;18.0;Direito;Média;Baixa;90;79;72;83;30;74;71;82;69;75;74;83;74;61;64;83;90;90;84;81;83;79;77;79;75;72;62;31;80;77;74;76;27;24;16;7;9;9;10;14
396;239207;M. Gómez;Maximiliano Gómez;24;186;84;Uruguay;80;85;5;1911;402;ST;ST;Valencia CF;32000000;40000;69600000;ST;2024.0;9.0;2019;False;Fora;;;Direito;Alta;Baixa;66;81;68;73;32;82;59;84;87;73;75;72;75;57;64;77;66;66;67;80;57;81;83;79;87;74;74;21;87;70;72;82;35;20;23;7;8;13;12;6
1332;239956;M. Boadu;Myron Boadu;20;183;67;Netherlands;76;85;9;1836;395;ST;ST;AS Monaco;16500000;36000;34700000;SUB;2026.0;9.0;2021;False;Fora;;;Direito;Alta;Média;89;75;61;76;28;66;52;78;61;68;72;75;62;44;54;75;91;88;85;80;76;77;83;75;68;67;47;23;79;66;66;73;29;22;18;9;15;14;6;11
387;221479;D. Calvert-Lewin;Dominic Calvert-Lewin;24;187;71;England;81;85;4;1963;422;ST;ST;Everton;37500000;90000;74100000;ST;2025.0;9.0;2016;False;England;SUB;18.0;Direito;Alta;Média;83;77;64;77;39;82;65;82;89;72;73;76;64;54;47;80;76;89;72;81;65;79;91;80;83;65;78;35;84;64;77;76;38;31;23;12;12;8;7;11
2724;251810;B. Brobbey;Brian Brobbey;19;180;78;Netherlands;73;85;12;1760;386;ST;ST;RB Leipzig;7500000;31000;14300000;RES;2025.0;21.0;2021;False;Fora;;;Direito;Média;Média;83;71;54;67;30;81;35;75;69;69;58;64;49;39;53;72;81;85;59;67;84;72;89;66;92;63;69;26;74;52;66;74;28;23;24;10;11;15;8;13
555;228093;M. Thuram;Marcus Thuram;23;192;88;France;79;85;6;1980;435;LM,ST;ST;Borussia Mönchengladbach;27500000;29000;52300000;LM;2023.0;10.0;2019;False;Fora;;;Direito;Média;Média;82;78;70;80;48;77;74;80;80;75;70;84;66;30;62;79;79;84;73;81;57;82;71;79;87;75;50;45;80;76;70;74;43;49;37;11;13;14;9;15
1003;246186;Arthur Cabral;Arthur Mendonça Cabral;23;186;89;Brazil;77;85;8;1843;395;ST;ST;FC Basel 1893;23500000;16000;40000000;ST;2023.0;10.0;2020;False;Fora;;;Direito;Alta;Média;72;77;63;74;31;78;50;79;78;74;76;73;63;30;56;76;72;72;72;74;68;78;83;74;87;70;61;24;77;68;75;71;27;27;25;12;9;14;13;6
1088;241202;P. Daka;Patson Daka;22;183;71;Zambia;77;84;7;1848;401;ST;ST;Leicester City;21500000;78000;45200000;SUB;2026.0;29.0;2021;False;Fora;;;Direito;Média;Média;93;78;59;76;24;71;51;82;67;68;73;74;65;35;61;76;92;94;89;77;74;76;89;82;67;71;63;17;80;53;75;69;18;24;16;8;6;9;5;11
1042;231628;Rafa Mir;Rafael Mir Vicente;24;191;87;Spain;77;84;7;1919;407;ST;ST;Sevilla FC;21500000;26000;49500000;SUB;2027.0;12.0;2021;False;Fora;;;Direito;Alta;Média;72;79;64;71;45;76;67;81;78;72;77;71;60;61;52;74;72;72;62;75;66;82;78;71;82;76;69;39;74;59;75;66;42;43;35;12;11;15;10;6
4475;252042;João Pedro;João Pedro Junqueira de Jesus;19;182;70;Brazil;71;84;13;1647;358;ST;ST;Watford;4500000;20000;11400000;RES;2025.0;10.0;2020;False;Fora;;;Direito;Média;Média;78;68;59;74;22;57;56;71;70;64;65;75;61;33;54;73;80;76;80;71;60;68;53;70;63;61;29;14;73;63;69;70;17;19;14;7;6;10;8;14
2010;226710;G. Scamacca;Gianluca Scamacca;22;195;85;Italy;74;84;10;1741;372;ST;ST;Sassuolo;9500000;26000;18100000;SUB;2023.0;91.0;2017;False;Fora;;;Direito;Média;Média;70;75;54;70;33;70;22;76;74;69;72;70;68;68;45;76;67;72;61;62;54;77;82;54;83;71;55;24;77;59;68;65;40;23;20;12;10;11;7;12
527;232432;L. Jović;Luka Jović;23;182;85;Serbia;79;84;5;1912;404;ST;ST;Real Madrid;27000000;130000;57400000;RES;2024.0;16.0;2019;False;Fora;;;Direito;Média;Média;75;80;68;78;29;74;67;82;79;72;83;78;77;46;61;80;74;76;76;80;77;82;76;75;78;75;62;23;81;70;66;78;25;26;16;8;7;12;9;13
1299;234826;Toni Martínez;Antonio Martínez López;24;187;84;Spain;76;83;7;1752;378;ST;ST;FC Porto;15000000;13000;33000000;ST;2025.0;29.0;2020;False;Fora;;;Direito;Alta;Média;72;77;58;72;24;75;46;78;73;69;75;73;56;31;53;75;70;73;67;76;56;80;73;73;78;73;69;23;77;64;64;65;20;14;23;11;11;12;7;9
2721;256612;Evanilson;F. Evanilson de Lima Barbosa;21;183;80;Brazil;73;83;10;1679;363;ST;ST;FC Porto;7000000;9000;15400000;SUB;2025.0;30.0;2020;False;Fora;;;Direito;Média;Baixa;72;75;58;70;25;63;32;78;75;72;69;72;67;40;59;71;73;71;63;60;62;75;64;68;73;71;29;16;79;59;69;67;22;20;19;13;11;6;14;7
2349;239978;D. Man;Dennis Man;22;183;82;Romania;74;83;9;1947;419;RW;ST;Parma;9500000;26000;19000000;RW;2025.0;98.0;2021;False;Romania;RW;20.0;Esquerdo;Alta;Baixa;86;72;68;75;48;70;70;77;68;67;65;72;64;66;64;75;88;85;87;68;81;69;66;81;66;68;68;47;71;70;62;72;43;48;45;5;13;7;8;13
2037;239250;Abel Ruiz;Abel Ruiz Ortega;21;182;73;Spain;74;83;9;1776;386;ST;ST;SC Braga;9500000;11000;20900000;ST;2025.0;9.0;2020;False;Fora;;;Direito;Alta;Média;74;74;60;73;38;67;36;76;64;73;71;74;58;48;63;75;73;75;70;72;64;75;70;72;73;73;46;24;77;63;64;69;45;38;20;6;10;10;10;8
4358;258846;A. Álvarez Martínez;Agustín Álvarez Martínez;20;180;75;Uruguay;71;83;12;1768;369;ST;ST;Peñarol;4500000;700;10600000;ST;2024.0;19.0;2020;False;Fora;;;Direito;Alta;Baixa;72;71;60;66;32;68;46;71;74;71;72;64;63;54;54;67;74;70;69;72;74;71;78;69;74;69;50;28;73;58;68;68;25;30;24;15;7;10;14;10
1093;240690;N. González;Nicolás González;23;180;72;Argentina;77;83;6;1903;410;ST,LW;ST;Fiorentina;17000000;47000;32299999;LW;2026.0;22.0;2021;False;Fora;;;Esquerdo;Alta;Média;87;71;64;83;45;60;66;79;80;69;68;84;59;42;54;83;85;88;81;75;78;69;79;62;55;54;67;39;79;68;79;75;38;46;39;10;6;9;5;8
1002;246242;B. Dia;Boulaye Dia;24;180;75;Senegal;77;83;6;1774;387;ST;ST;Villarreal CF;17000000;30000;39100000;SUB;2026.0;16.0;2021;False;Fora;;;Direito;Alta;Média;78;77;55;75;27;75;37;80;74;68;67;77;56;43;44;77;79;78;65;74;62;79;74;72;83;68;60;22;79;60;77;60;28;17;14;11;10;15;14;10
554;228687;K. Dolberg;Kasper Dolberg;23;187;84;Denmark;79;83;4;1883;398;ST;ST;OGC Nice;25500000;37000;50400000;ST;2024.0;9.0;2019;False;Denmark;ST;12.0;Direito;Alta;Média;73;81;69;77;30;68;50;80;74;79;78;78;76;70;60;79;69;76;72;75;64;86;73;73;79;79;32;23;81;77;78;76;28;24;19;7;15;13;9;7
681;221697;O. Watkins;Ollie Watkins;25;180;70;England;78;83;5;1961;421;ST;ST;Aston Villa;21000000;67000;41500000;SUB;2025.0;11.0;2020;False;Fora;;;Direito;Alta;Alta;85;75;68;76;46;71;67;80;81;70;64;75;63;56;59;76;79;89;79;77;73;75;92;88;76;71;34;44;79;74;60;66;40;46;36;14;14;14;6;10
3075;252590;Fer Niño;Fernando Niño Rodríguez;20;190;78;Spain;73;83;10;1744;372;ST;ST;RCD Mallorca;6500000;20000;0;SUB;2022.0;26.0;2019;True;Fora;;;Direito;Média;Média;67;74;59;68;35;69;52;78;74;73;68;67;54;37;53;70;68;67;68;74;61;74;73;70;74;70;52;31;76;55;65;57;30;31;28;11;10;8;8;14
2441;238194;N. Bustos;Nahuel Bustos;22;176;64;Argentina;73;82;9;1882;396;ST,RM,LM;ST;Girona FC;7000000;71000;0;SUB;2022.0;19.0;2020;True;Fora;;;Direito;Alta;Baixa;80;73;66;76;33;68;65;73;63;71;63;75;73;61;61;73;79;80;83;73;83;74;70;75;69;72;54;27;77;63;71;77;33;29;31;11;14;10;14;12
2163;255000;T. Moffi;Terem Moffi;22;188;82;Nigeria;74;82;8;1692;370;ST;ST;FC Lorient;9500000;17000;20900000;ST;2024.0;13.0;2020;False;Fora;;;Esquerdo;Alta;Média;74;74;53;70;24;75;49;77;73;64;68;73;59;36;41;71;70;78;59;69;56;77;77;67;86;68;57;15;73;47;65;66;18;23;18;13;11;11;11;12
2216;257073;Tiago Tomás;Tiago B. de Melo Tomás;19;183;73;Portugal;74;82;8;1771;386;ST;ST;Sporting CP;9000000;8000;19800000;SUB;2025.0;19.0;2019;False;Fora;;;Direito;Alta;Média;77;70;56;74;37;72;42;73;67;69;63;74;65;33;52;76;79;76;73;75;64;73;63;77;75;61;61;40;80;54;70;66;35;33;17;8;14;9;13;7
4452;248188;Song Min Kyu;Min Kyu Song;21;179;72;Korea Republic;71;82;11;1748;383;LM,CAM;ST;Jeonbuk Hyundai Motors;4200000;6000;6300000;LW;2025.0;21.0;2021;False;Fora;;;Direito;Alta;Média;83;67;62;72;27;72;64;73;65;64;53;71;65;44;55;74;84;83;75;61;78;72;69;77;73;52;63;20;73;64;51;60;21;26;27;11;12;11;9;8
2818;253444;A. Kalimuendo;Arnaud Kalimuendo;19;175;78;France;73;82;9;1724;374;ST;ST;Racing Club de Lens;6500000;33000;0;SUB;2022.0;15.0;2019;True;Fora;;;Direito;Alta;Média;82;72;52;74;29;65;47;74;70;58;71;74;57;39;40;73;82;82;75;69;81;72;59;60;71;71;60;23;74;58;62;69;32;21;17;9;12;9;14;8
2480;251756;R. Nteka;Randy Nteka;23;189;75;France;73;82;9;1987;425;ST,CAM,CM;ST;Rayo Vallecano;7000000;16000;16800000;SUB;2026.0;9.0;2021;False;Fora;;;Esquerdo;Média;Média;75;72;65;73;58;82;56;71;71;72;64;72;57;44;65;74;77;74;78;68;77;77;80;79;86;70;77;63;72;69;73;69;41;65;64;5;6;14;11;15
2711;245228;F. Krüger;Florian Krüger;22;186;81;Germany;73;82;9;1689;377;ST,LW,LM;ST;DSC Arminia Bielefeld;7000000;19000;14000000;RES;2025.0;18.0;2021;False;Fora;;;Direito;Alta;Média;86;72;55;72;22;70;47;77;61;64;64;72;47;34;46;74;88;85;70;72;68;73;65;72;72;61;63;14;76;61;63;65;22;15;23;10;9;6;7;8
4097;242075;J. Sargent;Josh Sargent;21;185;79;United States;71;82;11;1803;386;ST,RW;ST;Norwich City;4200000;18000;9200000;SUB;2025.0;24.0;2021;False;United States;RES;19.0;Direito;Alta;Média;75;70;61;71;39;70;58;71;66;66;65;70;62;56;55;71;78;73;76;73;68;75;64;77;68;65;66;43;74;62;58;67;32;37;33;8;7;9;8;9
4090;245396;V. Supriaha;Vladyslav Supriaha;21;182;75;Ukraine;71;82;11;1583;349;ST;ST;Dynamo Kyiv;4200000;550;10100000;RES;2025.0;89.0;2018;False;Fora;;;Direito;Média;Baixa;87;70;50;72;19;51;28;73;59;68;59;72;50;34;47;71;85;88;78;75;62;68;57;52;59;70;27;16;74;47;62;58;12;16;14;11;9;15;10;15
3312;246728;L. Traoré;Lassina Traoré;20;183;80;Burkina Faso;72;82;10;1746;378;ST;ST;Shakhtar Donetsk;5000000;650;11500000;ST;2026.0;23.0;2021;False;Fora;;;Direito;Média;Média;77;70;57;69;29;76;47;73;68;68;57;69;55;44;43;70;75;78;68;69;67;76;84;73;84;62;57;32;73;64;63;70;22;22;25;9;12;14;13;10
2745;246762;S. Koita;Sekou Koita;21;173;67;Mali;73;82;9;1923;410;ST;ST;FC Red Bull Salzburg;7000000;18000;11900000;RES;2024.0;20.0;2019;False;Fora;;;Esquerdo;Alta;Alta;91;74;62;76;35;72;63;75;59;67;73;75;70;58;52;73;92;91;90;72;89;75;87;72;70;74;73;32;73;58;71;71;30;37;27;8;11;11;8;7
3537;237248;G. Berterame;Germán Berterame;22;178;72;Argentina;72;82;10;1748;382;LM,ST,RM;ST;Atlético de San Luis;5500000;11000;10500000;ST;2022.0;7.0;2019;False;Fora;;;Direito;Alta;Média;77;67;65;72;33;68;75;77;70;70;60;75;51;53;40;68;80;74;71;66;65;59;70;72;74;55;45;26;73;70;65;59;44;19;20;12;10;13;12;14
2297;237679;R. Kolo Muani;Randal Kolo Muani;22;187;73;France;74;82;8;1747;381;ST,RW,LW;ST;FC Nantes;9500000;21000;20900000;ST;2022.0;23.0;2017;False;Fora;;;Direito;Média;Média;82;69;60;78;31;61;37;72;75;73;64;81;62;54;62;78;84;81;78;70;52;71;73;67;69;63;31;22;74;60;62;69;28;24;31;7;14;15;8;5
1192;221841;A. Armstrong;Adam Armstrong;24;172;69;England;76;82;6;1970;415;ST,LW;ST;Southampton;12000000;46000;25200000;ST;2025.0;9.0;2021;False;Fora;;;Direito;Alta;Baixa;90;77;66;76;35;71;62;79;66;70;68;74;69;63;58;74;93;88;87;76;90;76;84;81;61;76;79;41;78;67;71;75;36;23;25;10;13;13;12;7
1095;239901;S. Kalajdžić;Saša Kalajdžić;23;200;90;Austria;77;82;5;1793;388;ST;ST;VfB Stuttgart;16000000;27000;30000000;RES;2023.0;9.0;2019;False;Fora;;;Direito;Média;Média;61;73;66;73;45;70;59;82;86;74;68;74;50;47;64;78;64;58;63;78;54;74;55;68;82;61;44;32;80;70;41;72;39;46;47;7;6;13;14;15
932;211784;N. Maupay;Neal Maupay;24;173;69;France;77;82;5;1934;407;ST;ST;Brighton & Hove Albion;16000000;52000;31600000;ST;2023.0;9.0;2019;False;Fora;;;Direito;Média;Média;77;78;67;73;41;71;61;80;73;74;76;68;63;55;59;78;79;76;76;79;81;78;59;74;67;71;80;26;82;69;80;69;30;55;33;11;12;7;8;14
743;211591;M. Dembélé;Moussa Dembélé;24;183;79;France;78;82;4;1891;403;ST;ST;Olympique Lyonnais;20500000;57000;40500000;ST;2023.0;9.0;2018;False;Fora;;;Direito;Média;Baixa;78;77;63;73;30;82;50;80;81;72;72;73;69;58;48;74;75;81;74;78;66;82;86;79;85;66;75;22;82;69;76;76;39;14;16;7;13;11;10;8
666;225719;K. Iheanacho;Kelechi Iheanacho;24;185;82;Nigeria;78;82;4;1934;411;ST,CF;ST;Leicester City;20500000;83000;40500000;SUB;2024.0;14.0;2017;False;Fora;;;Esquerdo;Média;Média;74;80;70;78;38;71;59;82;67;77;77;79;74;64;69;78;75;74;73;77;72;81;57;71;73;78;71;30;80;71;70;68;39;36;32;8;7;7;11;15
954;222357;B. Embolo;Breel Embolo;24;187;88;Switzerland;77;82;5;1982;436;ST,CAM;ST;Borussia Mönchengladbach;16000000;27000;28400000;SUB;2023.0;36.0;2019;False;Fora;;;Direito;Média;Alta;85;73;70;75;51;82;63;69;71;76;64;77;68;51;70;74;83;86;67;76;67;84;73;79;85;71;78;44;82;72;66;74;40;63;38;13;6;7;7;12
4350;244257;J. Burkardt;Jonathan Burkardt;20;181;76;Germany;71;81;10;1779;390;ST,RM;ST;1. FSV Mainz 05;4099999;13000;8199999;ST;2024.0;29.0;2018;False;Fora;;;Direito;Média;Média;79;68;61;76;37;69;55;69;62;69;64;81;54;35;60;71;78;79;74;70;69;71;75;68;68;64;69;35;72;60;55;57;36;33;31;14;9;9;6;14
986;251412;S. Weissman;Shon Weissman;25;174;79;Israel;77;81;4;1861;394;ST;ST;Real Valladolid CF;15000000;14000;25100000;ST;2024.0;9.0;2020;False;Fora;;;Direito;Alta;Média;77;79;65;71;32;70;58;82;79;71;79;69;63;48;60;73;74;80;68;73;78;78;76;69;71;71;65;28;83;68;79;79;29;24;22;7;10;7;10;9
1290;225783;S. Mavididi;Stephy Mavididi;23;182;71;England;76;81;5;1789;397;LM,ST;ST;Montpellier HSC;11500000;22000;23900000;ST;2024.0;19.0;2020;False;Fora;;;Direito;Média;Média;89;72;67;75;27;67;69;75;70;71;68;79;53;42;66;74;88;89;70;69;64;73;73;70;74;70;45;24;75;68;59;69;27;18;20;6;10;6;8;16
1306;226093;C. Adams;Ché Adams;24;178;70;Scotland;76;81;5;1937;414;ST;ST;Southampton;11500000;46000;22700000;ST;2024.0;10.0;2019;False;Scotland;ST;10.0;Direito;Alta;Média;84;77;62;74;40;77;55;76;63;70;70;73;63;59;53;75;83;84;78;74;74;86;76;77;79;75;74;36;77;62;69;71;33;42;36;16;13;12;15;9
1319;228635;Borja Mayoral;Borja Mayoral Moya;24;182;74;Spain;76;81;5;1897;396;ST;ST;Roma;11500000;105000;0;SUB;2022.0;21.0;2015;True;Fora;;;Direito;Média;Média;68;76;69;77;38;68;60;77;75;79;71;75;63;62;65;82;67;69;75;76;73;76;84;71;73;72;48;37;82;67;74;82;40;29;24;12;9;8;15;7
3021;239025;I. Niane;Ibrahima Niane;22;187;73;Senegal;73;81;8;1669;363;ST,LW,RW;ST;FC Metz;7000000;15000;15400000;ST;2024.0;7.0;2017;False;Fora;;;Direito;Alta;Baixa;82;74;54;71;20;62;56;75;75;58;55;74;58;51;44;70;85;80;73;67;54;79;73;65;70;70;36;13;74;54;71;67;13;14;16;10;7;8;6;15
1130;236786;M. Terrier;Martin Terrier;24;184;73;France;77;81;4;1919;412;ST,LW;ST;Stade Rennais FC;15500000;42000;30600000;ST;2025.0;7.0;2020;False;Fora;;;Direito;Média;Média;84;77;74;76;35;66;72;78;69;78;68;76;77;58;72;77;83;84;73;76;68;78;72;70;68;77;55;27;79;76;66;74;34;31;34;12;5;13;5;8
4453;243580;L. Openda;Loïs Openda;21;174;78;Belgium;71;81;10;1763;390;ST;ST;Vitesse;4200000;13000;0;ST;2022.0;7.0;2016;True;Fora;;;Direito;Alta;Baixa;93;67;62;71;25;72;67;70;62;68;60;71;50;30;52;68;95;91;78;66;77;71;92;72;73;60;65;16;71;66;61;68;29;19;15;9;8;10;8;13
